InteractionId,CustomerId,ProductId,InteractionType,InteractionDate
INT-101058,CUST-10461,PROD-029,View,2022-02-03T14:33:00Z
INT-112413,CUST-10986,PROD-030,View,2022-02-03T15:49:00Z
INT-107479,CUST-10975,PROD-050,View,2022-02-03T17:09:00Z
INT-106616,CUST-10354,PROD-006,View,2022-02-03T17:31:00Z
INT-103412,CUST-10628,PROD-046,View,2022-02-03T18:29:00Z
INT-105972,CUST-10329,PROD-005,CartAdd,2022-02-03T18:40:00Z
INT-105272,CUST-10147,PROD-041,View,2022-02-03T20:21:00Z
INT-117404,CUST-10854,PROD-002,View,2022-02-03T20:59:00Z
INT-103719,CUST-10189,PROD-042,View,2022-02-04T00:01:00Z
INT-114053,CUST-10754,PROD-003,View,2022-02-04T05:21:00Z
INT-109737,CUST-10711,PROD-045,View,2022-02-04T10:27:00Z
INT-110489,CUST-10821,PROD-008,View,2022-02-04T10:53:00Z
INT-107174,CUST-10854,PROD-023,View,2022-02-04T11:10:00Z
INT-109826,CUST-10802,PROD-018,CartAdd,2022-02-04T11:49:00Z
INT-115870,CUST-10404,PROD-034,View,2022-02-04T19:06:00Z
INT-109799,CUST-10731,PROD-045,View,2022-02-04T22:54:00Z
INT-101726,CUST-10604,PROD-041,Wishlist,2022-02-04T22:58:00Z
INT-103996,CUST-10012,PROD-012,View,2022-02-05T00:29:00Z
INT-105624,CUST-10656,PROD-045,View,2022-02-05T05:52:00Z
INT-119635,CUST-10628,PROD-007,View,2022-02-05T06:38:00Z
INT-118465,CUST-10366,PROD-019,View,2022-02-05T11:08:00Z
INT-108878,CUST-10349,PROD-041,View,2022-02-05T16:15:00Z
INT-112744,CUST-10669,PROD-027,View,2022-02-05T16:17:00Z
INT-102964,CUST-10032,PROD-030,View,2022-02-05T18:58:00Z
INT-119135,CUST-10227,PROD-025,CartAdd,2022-02-05T20:54:00Z
INT-102431,CUST-10448,PROD-029,View,2022-02-05T23:28:00Z
INT-114495,CUST-10979,PROD-006,CartAdd,2022-02-05T23:29:00Z
INT-102238,CUST-10948,PROD-023,View,2022-02-05T23:46:00Z
INT-100526,CUST-10769,PROD-038,Wishlist,2022-02-06T03:35:00Z
INT-119672,CUST-10790,PROD-048,View,2022-02-06T06:05:00Z
INT-113435,CUST-10720,PROD-047,View,2022-02-06T06:42:00Z
INT-111888,CUST-10895,PROD-046,Wishlist,2022-02-06T07:04:00Z
INT-100351,CUST-10995,PROD-034,CartAdd,2022-02-06T08:12:00Z
INT-111450,CUST-10700,PROD-038,View,2022-02-06T08:46:00Z
INT-103508,CUST-10119,PROD-028,View,2022-02-06T08:57:00Z
INT-117836,CUST-10022,PROD-033,View,2022-02-06T09:41:00Z
INT-101138,CUST-10618,PROD-017,View,2022-02-06T10:09:00Z
INT-109964,CUST-10392,PROD-008,View,2022-02-06T12:18:00Z
INT-109453,CUST-10405,PROD-041,View,2022-02-06T14:41:00Z
INT-117685,CUST-10076,PROD-007,View,2022-02-06T14:57:00Z
INT-102599,CUST-10262,PROD-046,View,2022-02-06T18:46:00Z
INT-117039,CUST-10042,PROD-012,View,2022-02-06T22:29:00Z
INT-111660,CUST-10856,PROD-009,View,2022-02-07T01:30:00Z
INT-106555,CUST-10518,PROD-035,View,2022-02-07T02:04:00Z
INT-117092,CUST-10496,PROD-035,Wishlist,2022-02-07T05:34:00Z
INT-112734,CUST-10937,PROD-039,View,2022-02-07T07:04:00Z
INT-108462,CUST-10504,PROD-009,CartAdd,2022-02-07T07:52:00Z
INT-118567,CUST-10075,PROD-046,View,2022-02-07T09:41:00Z
INT-106699,CUST-10250,PROD-031,View,2022-02-07T11:32:00Z
INT-109450,CUST-10773,PROD-032,View,2022-02-07T11:49:00Z
INT-118977,CUST-10525,PROD-028,View,2022-02-07T16:26:00Z
INT-107553,CUST-10585,PROD-032,Wishlist,2022-02-07T16:37:00Z
INT-109600,CUST-10019,PROD-037,View,2022-02-07T19:07:00Z
INT-118852,CUST-10378,PROD-023,View,2022-02-07T20:34:00Z
INT-102716,CUST-10445,PROD-023,Wishlist,2022-02-07T22:40:00Z
INT-119130,CUST-10291,PROD-016,View,2022-02-07T23:58:00Z
INT-101886,CUST-10391,PROD-021,View,2022-02-08T00:21:00Z
INT-102789,CUST-10786,PROD-020,View,2022-02-08T01:31:00Z
INT-112158,CUST-10041,PROD-006,View,2022-02-08T01:34:00Z
INT-103346,CUST-10704,PROD-028,View,2022-02-08T02:49:00Z
INT-104438,CUST-10044,PROD-049,View,2022-02-08T05:26:00Z
INT-112821,CUST-10594,PROD-042,CartAdd,2022-02-08T06:49:00Z
INT-109684,CUST-10470,PROD-007,View,2022-02-08T07:21:00Z
INT-118009,CUST-10766,PROD-047,View,2022-02-08T10:31:00Z
INT-113070,CUST-10472,PROD-044,Wishlist,2022-02-08T11:09:00Z
INT-114812,CUST-10067,PROD-027,CartAdd,2022-02-08T14:09:00Z
INT-108290,CUST-10743,PROD-024,View,2022-02-08T14:20:00Z
INT-116163,CUST-10760,PROD-027,View,2022-02-08T17:05:00Z
INT-109773,CUST-10777,PROD-014,View,2022-02-08T18:44:00Z
INT-115922,CUST-10432,PROD-024,Wishlist,2022-02-08T22:18:00Z
INT-111374,CUST-10816,PROD-024,View,2022-02-08T22:26:00Z
INT-100408,CUST-10135,PROD-026,View,2022-02-09T05:03:00Z
INT-110696,CUST-10762,PROD-001,View,2022-02-09T06:18:00Z
INT-112801,CUST-10602,PROD-020,Wishlist,2022-02-09T07:57:00Z
INT-119225,CUST-10777,PROD-013,View,2022-02-09T08:06:00Z
INT-109197,CUST-10544,PROD-040,View,2022-02-09T08:48:00Z
INT-102471,CUST-10254,PROD-013,View,2022-02-09T09:45:00Z
INT-119978,CUST-10545,PROD-034,Wishlist,2022-02-09T13:57:00Z
INT-118031,CUST-10434,PROD-003,Wishlist,2022-02-09T15:06:00Z
INT-108986,CUST-10491,PROD-012,View,2022-02-09T16:39:00Z
INT-107364,CUST-10319,PROD-046,View,2022-02-10T04:33:00Z
INT-118159,CUST-10074,PROD-021,Wishlist,2022-02-10T06:50:00Z
INT-113272,CUST-10448,PROD-036,View,2022-02-10T12:34:00Z
INT-105136,CUST-10610,PROD-004,Wishlist,2022-02-10T15:03:00Z
INT-100443,CUST-10838,PROD-020,View,2022-02-10T15:29:00Z
INT-108221,CUST-10610,PROD-009,View,2022-02-10T17:31:00Z
INT-113340,CUST-10590,PROD-002,CartAdd,2022-02-10T18:46:00Z
INT-105332,CUST-10320,PROD-009,View,2022-02-10T18:57:00Z
INT-116739,CUST-10236,PROD-046,Wishlist,2022-02-10T22:37:00Z
INT-100040,CUST-10673,PROD-011,View,2022-02-10T23:17:00Z
INT-106934,CUST-10479,PROD-008,View,2022-02-10T23:38:00Z
INT-115243,CUST-10986,PROD-018,View,2022-02-11T00:05:00Z
INT-119974,CUST-10834,PROD-034,View,2022-02-11T02:24:00Z
INT-102670,CUST-10962,PROD-024,View,2022-02-11T04:38:00Z
INT-103647,CUST-10747,PROD-027,View,2022-02-11T07:45:00Z
INT-119350,CUST-10712,PROD-036,Wishlist,2022-02-11T09:05:00Z
INT-116645,CUST-10088,PROD-024,View,2022-02-11T10:15:00Z
INT-115745,CUST-10011,PROD-024,View,2022-02-11T13:42:00Z
INT-108721,CUST-10296,PROD-028,View,2022-02-11T18:07:00Z
INT-103318,CUST-10399,PROD-012,View,2022-02-12T00:47:00Z
INT-100933,CUST-10669,PROD-030,Wishlist,2022-02-12T01:25:00Z
INT-105804,CUST-10273,PROD-016,CartAdd,2022-02-12T02:42:00Z
INT-115272,CUST-10512,PROD-040,View,2022-02-12T04:03:00Z
INT-119913,CUST-10340,PROD-029,View,2022-02-12T07:09:00Z
INT-111110,CUST-10465,PROD-039,View,2022-02-12T07:19:00Z
INT-114012,CUST-10609,PROD-027,Wishlist,2022-02-12T08:58:00Z
INT-112220,CUST-10245,PROD-003,View,2022-02-12T10:39:00Z
INT-116325,CUST-10974,PROD-045,View,2022-02-12T12:09:00Z
INT-117741,CUST-10286,PROD-041,View,2022-02-12T19:48:00Z
INT-102492,CUST-10812,PROD-020,View,2022-02-12T22:51:00Z
INT-119447,CUST-10178,PROD-023,View,2022-02-12T23:21:00Z
INT-103189,CUST-10519,PROD-007,View,2022-02-13T00:59:00Z
INT-109467,CUST-10082,PROD-032,View,2022-02-13T03:03:00Z
INT-113586,CUST-10649,PROD-035,Wishlist,2022-02-13T03:53:00Z
INT-115010,CUST-10662,PROD-009,View,2022-02-13T05:11:00Z
INT-113092,CUST-10529,PROD-009,View,2022-02-13T08:35:00Z
INT-118958,CUST-10063,PROD-002,View,2022-02-13T10:16:00Z
INT-110418,CUST-10447,PROD-009,View,2022-02-13T14:42:00Z
INT-111421,CUST-10026,PROD-027,View,2022-02-13T15:15:00Z
INT-105606,CUST-10752,PROD-005,View,2022-02-13T21:29:00Z
INT-117244,CUST-10004,PROD-048,Wishlist,2022-02-13T23:20:00Z
INT-106165,CUST-10449,PROD-048,View,2022-02-14T02:13:00Z
INT-103757,CUST-10589,PROD-006,CartAdd,2022-02-14T04:19:00Z
INT-110734,CUST-10975,PROD-046,View,2022-02-14T10:04:00Z
INT-101598,CUST-10415,PROD-016,View,2022-02-14T14:02:00Z
INT-102225,CUST-10022,PROD-037,View,2022-02-14T18:19:00Z
INT-102454,CUST-10247,PROD-006,Wishlist,2022-02-14T20:14:00Z
INT-103423,CUST-10886,PROD-006,View,2022-02-14T20:38:00Z
INT-103354,CUST-10610,PROD-005,View,2022-02-14T21:04:00Z
INT-111920,CUST-10576,PROD-035,CartAdd,2022-02-14T21:22:00Z
INT-111775,CUST-10218,PROD-037,View,2022-02-15T00:24:00Z
INT-100012,CUST-10223,PROD-036,Wishlist,2022-02-15T02:48:00Z
INT-112043,CUST-10214,PROD-005,View,2022-02-15T03:17:00Z
INT-117840,CUST-10075,PROD-048,View,2022-02-15T07:07:00Z
INT-108622,CUST-10977,PROD-004,View,2022-02-15T08:39:00Z
INT-103959,CUST-10223,PROD-044,View,2022-02-15T09:34:00Z
INT-108907,CUST-10103,PROD-010,View,2022-02-15T10:09:00Z
INT-109318,CUST-10498,PROD-018,View,2022-02-15T10:16:00Z
INT-111533,CUST-10639,PROD-049,CartAdd,2022-02-15T11:48:00Z
INT-101020,CUST-10312,PROD-050,View,2022-02-15T15:10:00Z
INT-107401,CUST-10304,PROD-010,View,2022-02-15T21:28:00Z
INT-101359,CUST-10027,PROD-007,View,2022-02-16T00:25:00Z
INT-115602,CUST-10141,PROD-040,Wishlist,2022-02-16T05:37:00Z
INT-109497,CUST-10651,PROD-049,View,2022-02-16T09:30:00Z
INT-104772,CUST-10391,PROD-029,View,2022-02-16T10:50:00Z
INT-119354,CUST-10894,PROD-036,View,2022-02-16T13:23:00Z
INT-115326,CUST-10321,PROD-006,View,2022-02-16T13:44:00Z
INT-114762,CUST-10805,PROD-031,Wishlist,2022-02-16T14:47:00Z
INT-111206,CUST-10464,PROD-039,Wishlist,2022-02-16T14:50:00Z
INT-118749,CUST-10639,PROD-036,CartAdd,2022-02-16T15:45:00Z
INT-104553,CUST-10076,PROD-037,View,2022-02-16T16:08:00Z
INT-118065,CUST-10146,PROD-020,View,2022-02-16T19:07:00Z
INT-118251,CUST-10408,PROD-036,View,2022-02-16T19:15:00Z
INT-118330,CUST-10745,PROD-035,Wishlist,2022-02-17T00:21:00Z
INT-114589,CUST-10339,PROD-026,View,2022-02-17T01:45:00Z
INT-113364,CUST-10955,PROD-033,View,2022-02-17T01:49:00Z
INT-113917,CUST-10866,PROD-044,CartAdd,2022-02-17T02:14:00Z
INT-115934,CUST-10415,PROD-014,View,2022-02-17T02:35:00Z
INT-110549,CUST-10269,PROD-019,CartAdd,2022-02-17T07:29:00Z
INT-118808,CUST-10430,PROD-046,View,2022-02-17T07:57:00Z
INT-118254,CUST-10536,PROD-005,View,2022-02-17T10:01:00Z
INT-114541,CUST-10322,PROD-022,Wishlist,2022-02-17T13:00:00Z
INT-114189,CUST-10674,PROD-027,View,2022-02-17T13:45:00Z
INT-118708,CUST-10036,PROD-005,View,2022-02-17T14:12:00Z
INT-114268,CUST-10003,PROD-027,View,2022-02-17T16:38:00Z
INT-119221,CUST-10997,PROD-005,View,2022-02-17T19:33:00Z
INT-113330,CUST-10630,PROD-025,View,2022-02-17T20:15:00Z
INT-111910,CUST-10424,PROD-013,View,2022-02-17T21:23:00Z
INT-114327,CUST-10257,PROD-002,Wishlist,2022-02-17T22:58:00Z
INT-117791,CUST-10790,PROD-047,View,2022-02-17T23:14:00Z
INT-108227,CUST-10942,PROD-026,CartAdd,2022-02-18T03:22:00Z
INT-105359,CUST-10392,PROD-008,View,2022-02-18T05:01:00Z
INT-110153,CUST-10889,PROD-020,CartAdd,2022-02-18T05:43:00Z
INT-117395,CUST-10645,PROD-003,View,2022-02-18T05:51:00Z
INT-119839,CUST-10359,PROD-012,View,2022-02-18T06:40:00Z
INT-110254,CUST-10738,PROD-004,Wishlist,2022-02-18T08:39:00Z
INT-103986,CUST-10105,PROD-034,View,2022-02-18T16:29:00Z
INT-111361,CUST-10674,PROD-011,View,2022-02-18T17:08:00Z
INT-117826,CUST-10042,PROD-048,View,2022-02-18T17:15:00Z
INT-107163,CUST-10781,PROD-037,View,2022-02-18T18:57:00Z
INT-105647,CUST-10623,PROD-009,Wishlist,2022-02-18T20:10:00Z
INT-117468,CUST-10209,PROD-047,Wishlist,2022-02-18T20:10:00Z
INT-102042,CUST-10809,PROD-032,View,2022-02-18T20:13:00Z
INT-119884,CUST-10025,PROD-038,View,2022-02-18T20:19:00Z
INT-112088,CUST-10920,PROD-022,View,2022-02-18T22:52:00Z
INT-117248,CUST-10565,PROD-018,View,2022-02-19T01:06:00Z
INT-101048,CUST-10142,PROD-027,View,2022-02-19T05:02:00Z
INT-111974,CUST-10633,PROD-008,View,2022-02-19T07:13:00Z
INT-118314,CUST-10460,PROD-025,View,2022-02-19T07:51:00Z
INT-100183,CUST-10709,PROD-023,View,2022-02-19T08:28:00Z
INT-112799,CUST-10177,PROD-009,View,2022-02-19T08:33:00Z
INT-109209,CUST-10716,PROD-001,View,2022-02-19T12:37:00Z
INT-105300,CUST-10655,PROD-036,View,2022-02-19T12:47:00Z
INT-114263,CUST-10722,PROD-027,View,2022-02-19T13:54:00Z
INT-103211,CUST-10033,PROD-040,View,2022-02-19T14:37:00Z
INT-117371,CUST-10802,PROD-041,View,2022-02-19T14:57:00Z
INT-102778,CUST-10819,PROD-009,View,2022-02-19T15:55:00Z
INT-113080,CUST-10114,PROD-035,Wishlist,2022-02-19T16:16:00Z
INT-107487,CUST-10214,PROD-039,View,2022-02-19T18:22:00Z
INT-106511,CUST-10951,PROD-047,View,2022-02-19T23:43:00Z
INT-117605,CUST-10310,PROD-033,CartAdd,2022-02-20T00:21:00Z
INT-113149,CUST-10107,PROD-001,View,2022-02-20T05:15:00Z
INT-114450,CUST-10511,PROD-024,View,2022-02-20T10:02:00Z
INT-112379,CUST-10500,PROD-003,View,2022-02-20T14:12:00Z
INT-106002,CUST-10038,PROD-041,Wishlist,2022-02-20T16:45:00Z
INT-108820,CUST-10719,PROD-020,View,2022-02-20T19:52:00Z
INT-106949,CUST-10236,PROD-044,View,2022-02-21T01:04:00Z
INT-100160,CUST-10063,PROD-003,View,2022-02-21T03:59:00Z
INT-117514,CUST-10045,PROD-047,View,2022-02-21T06:31:00Z
INT-109660,CUST-10587,PROD-043,View,2022-02-21T08:13:00Z
INT-100685,CUST-10375,PROD-047,View,2022-02-21T11:16:00Z
INT-116584,CUST-10686,PROD-009,View,2022-02-21T16:03:00Z
INT-113345,CUST-10029,PROD-025,View,2022-02-21T17:36:00Z
INT-117134,CUST-10876,PROD-011,View,2022-02-21T19:02:00Z
INT-105818,CUST-10113,PROD-040,View,2022-02-22T03:52:00Z
INT-112937,CUST-10219,PROD-020,View,2022-02-22T04:37:00Z
INT-111839,CUST-10165,PROD-041,Wishlist,2022-02-22T06:04:00Z
INT-103747,CUST-10205,PROD-037,View,2022-02-22T08:14:00Z
INT-117590,CUST-10054,PROD-028,View,2022-02-22T10:51:00Z
INT-111123,CUST-10329,PROD-038,View,2022-02-22T11:28:00Z
INT-114790,CUST-10797,PROD-003,Wishlist,2022-02-22T11:47:00Z
INT-118821,CUST-10446,PROD-040,View,2022-02-22T14:13:00Z
INT-102855,CUST-10508,PROD-048,Wishlist,2022-02-22T15:52:00Z
INT-103010,CUST-10647,PROD-049,CartAdd,2022-02-22T15:54:00Z
INT-103802,CUST-10222,PROD-002,CartAdd,2022-02-22T16:43:00Z
INT-110101,CUST-10578,PROD-017,View,2022-02-22T20:44:00Z
INT-108805,CUST-10468,PROD-021,CartAdd,2022-02-23T01:43:00Z
INT-112148,CUST-10354,PROD-003,View,2022-02-23T02:33:00Z
INT-109316,CUST-10860,PROD-041,CartAdd,2022-02-23T03:20:00Z
INT-101222,CUST-10099,PROD-043,View,2022-02-23T03:27:00Z
INT-113329,CUST-10395,PROD-002,View,2022-02-23T08:52:00Z
INT-114358,CUST-10926,PROD-038,View,2022-02-23T12:00:00Z
INT-114145,CUST-10579,PROD-044,Wishlist,2022-02-23T17:37:00Z
INT-115069,CUST-10166,PROD-045,View,2022-02-23T17:56:00Z
INT-111677,CUST-10938,PROD-024,View,2022-02-24T02:31:00Z
INT-117831,CUST-10637,PROD-021,View,2022-02-24T08:31:00Z
INT-100698,CUST-10137,PROD-046,Wishlist,2022-02-24T09:01:00Z
INT-116193,CUST-10281,PROD-031,View,2022-02-24T13:37:00Z
INT-118905,CUST-10606,PROD-043,View,2022-02-24T18:15:00Z
INT-115856,CUST-10773,PROD-032,View,2022-02-24T21:01:00Z
INT-118737,CUST-10408,PROD-039,View,2022-02-24T21:16:00Z
INT-118035,CUST-10961,PROD-041,View,2022-02-25T03:42:00Z
INT-113951,CUST-10249,PROD-043,CartAdd,2022-02-25T10:54:00Z
INT-117608,CUST-10576,PROD-014,View,2022-02-25T11:56:00Z
INT-105417,CUST-10689,PROD-044,View,2022-02-25T12:38:00Z
INT-119404,CUST-10195,PROD-030,CartAdd,2022-02-25T13:29:00Z
INT-109507,CUST-10207,PROD-016,View,2022-02-25T14:28:00Z
INT-116400,CUST-10562,PROD-002,CartAdd,2022-02-25T15:05:00Z
INT-100300,CUST-10729,PROD-040,View,2022-02-25T16:25:00Z
INT-118338,CUST-10379,PROD-019,View,2022-02-25T19:33:00Z
INT-114640,CUST-10219,PROD-027,View,2022-02-25T19:57:00Z
INT-116909,CUST-10607,PROD-008,View,2022-02-25T22:20:00Z
INT-100609,CUST-10907,PROD-005,View,2022-02-26T00:21:00Z
INT-113234,CUST-10438,PROD-025,View,2022-02-26T02:22:00Z
INT-103974,CUST-10652,PROD-040,View,2022-02-26T07:29:00Z
INT-104776,CUST-10260,PROD-018,View,2022-02-26T07:29:00Z
INT-105640,CUST-10401,PROD-018,Wishlist,2022-02-26T08:37:00Z
INT-116133,CUST-10155,PROD-013,View,2022-02-26T09:20:00Z
INT-101916,CUST-10245,PROD-021,View,2022-02-26T09:57:00Z
INT-115146,CUST-10021,PROD-047,Wishlist,2022-02-26T11:09:00Z
INT-104655,CUST-10169,PROD-004,View,2022-02-26T17:04:00Z
INT-117527,CUST-11000,PROD-024,Wishlist,2022-02-26T17:48:00Z
INT-103682,CUST-10732,PROD-032,View,2022-02-26T18:09:00Z
INT-117999,CUST-10156,PROD-047,View,2022-02-26T19:37:00Z
INT-103133,CUST-10626,PROD-024,View,2022-02-26T20:52:00Z
INT-106315,CUST-10877,PROD-026,Wishlist,2022-02-26T21:11:00Z
INT-104296,CUST-10150,PROD-003,View,2022-02-26T21:58:00Z
INT-109968,CUST-10263,PROD-021,View,2022-02-26T23:00:00Z
INT-114148,CUST-10186,PROD-020,View,2022-02-26T23:25:00Z
INT-112843,CUST-10999,PROD-003,View,2022-02-27T05:19:00Z
INT-107875,CUST-10860,PROD-047,View,2022-02-27T07:30:00Z
INT-103733,CUST-10816,PROD-022,View,2022-02-27T07:37:00Z
INT-107964,CUST-10691,PROD-039,View,2022-02-27T08:38:00Z
INT-104299,CUST-10439,PROD-013,View,2022-02-27T10:11:00Z
INT-119919,CUST-10662,PROD-009,Wishlist,2022-02-27T15:29:00Z
INT-100741,CUST-10010,PROD-030,View,2022-02-27T18:00:00Z
INT-107180,CUST-10977,PROD-040,View,2022-02-27T21:02:00Z
INT-116599,CUST-10423,PROD-002,View,2022-02-27T22:35:00Z
INT-118820,CUST-10118,PROD-026,View,2022-02-28T00:02:00Z
INT-115353,CUST-10970,PROD-035,View,2022-02-28T00:06:00Z
INT-108336,CUST-10148,PROD-036,View,2022-02-28T00:45:00Z
INT-100874,CUST-10588,PROD-040,CartAdd,2022-02-28T00:48:00Z
INT-108293,CUST-10153,PROD-035,View,2022-02-28T03:04:00Z
INT-104102,CUST-10876,PROD-017,View,2022-02-28T07:38:00Z
INT-104701,CUST-10960,PROD-014,View,2022-02-28T08:35:00Z
INT-119953,CUST-10998,PROD-037,Wishlist,2022-02-28T14:01:00Z
INT-108283,CUST-10106,PROD-014,View,2022-02-28T16:56:00Z
INT-117045,CUST-10533,PROD-029,CartAdd,2022-02-28T20:04:00Z
INT-101942,CUST-10403,PROD-049,View,2022-02-28T22:11:00Z
INT-111393,CUST-10740,PROD-049,View,2022-03-01T07:04:00Z
INT-105509,CUST-10375,PROD-030,View,2022-03-01T07:26:00Z
INT-109648,CUST-10236,PROD-049,CartAdd,2022-03-01T09:40:00Z
INT-111358,CUST-10021,PROD-001,View,2022-03-01T13:17:00Z
INT-113880,CUST-10159,PROD-034,Wishlist,2022-03-01T18:51:00Z
INT-102465,CUST-10249,PROD-004,View,2022-03-02T01:14:00Z
INT-114178,CUST-10970,PROD-031,View,2022-03-02T04:58:00Z
INT-114240,CUST-10091,PROD-043,View,2022-03-02T11:10:00Z
INT-117031,CUST-10949,PROD-025,View,2022-03-02T15:27:00Z
INT-119640,CUST-10003,PROD-029,View,2022-03-02T16:15:00Z
INT-104304,CUST-10006,PROD-024,View,2022-03-02T16:20:00Z
INT-102842,CUST-10789,PROD-049,View,2022-03-02T17:33:00Z
INT-102420,CUST-10419,PROD-009,View,2022-03-02T18:23:00Z
INT-109360,CUST-10450,PROD-002,View,2022-03-02T19:37:00Z
INT-102854,CUST-10271,PROD-017,View,2022-03-02T23:31:00Z
INT-110869,CUST-10747,PROD-023,View,2022-03-03T00:43:00Z
INT-117558,CUST-10282,PROD-022,View,2022-03-03T03:12:00Z
INT-119246,CUST-10342,PROD-013,View,2022-03-03T04:07:00Z
INT-111492,CUST-10188,PROD-017,View,2022-03-03T07:27:00Z
INT-105666,CUST-10212,PROD-013,View,2022-03-03T08:23:00Z
INT-100303,CUST-10357,PROD-043,View,2022-03-03T09:29:00Z
INT-105662,CUST-10019,PROD-034,View,2022-03-03T16:55:00Z
INT-108313,CUST-10843,PROD-047,View,2022-03-03T20:16:00Z
INT-117750,CUST-10945,PROD-015,View,2022-03-03T22:15:00Z
INT-101649,CUST-10542,PROD-004,View,2022-03-04T00:26:00Z
INT-100385,CUST-10521,PROD-048,View,2022-03-04T01:52:00Z
INT-103324,CUST-10695,PROD-021,Wishlist,2022-03-04T02:15:00Z
INT-101511,CUST-10541,PROD-049,CartAdd,2022-03-04T10:11:00Z
INT-108229,CUST-10052,PROD-044,View,2022-03-04T10:16:00Z
INT-102648,CUST-10076,PROD-050,View,2022-03-04T11:00:00Z
INT-102656,CUST-10511,PROD-026,Wishlist,2022-03-04T13:51:00Z
INT-107474,CUST-10772,PROD-025,View,2022-03-04T15:50:00Z
INT-102299,CUST-10192,PROD-005,View,2022-03-04T15:57:00Z
INT-103163,CUST-10981,PROD-045,View,2022-03-04T17:51:00Z
INT-111269,CUST-10304,PROD-004,View,2022-03-04T20:05:00Z
INT-109939,CUST-10434,PROD-008,View,2022-03-04T20:32:00Z
INT-115687,CUST-10737,PROD-020,View,2022-03-04T22:41:00Z
INT-110647,CUST-10253,PROD-040,View,2022-03-05T02:36:00Z
INT-111222,CUST-10424,PROD-026,View,2022-03-05T03:17:00Z
INT-114845,CUST-10714,PROD-028,View,2022-03-05T04:40:00Z
INT-117190,CUST-10846,PROD-003,View,2022-03-05T08:05:00Z
INT-116395,CUST-10510,PROD-020,View,2022-03-05T12:17:00Z
INT-116958,CUST-10469,PROD-013,View,2022-03-05T19:22:00Z
INT-111851,CUST-10519,PROD-031,View,2022-03-05T19:47:00Z
INT-119838,CUST-10676,PROD-011,Wishlist,2022-03-06T01:02:00Z
INT-109814,CUST-10863,PROD-045,CartAdd,2022-03-06T01:18:00Z
INT-113415,CUST-10502,PROD-007,View,2022-03-06T04:55:00Z
INT-105435,CUST-10656,PROD-041,View,2022-03-06T06:28:00Z
INT-117738,CUST-10379,PROD-016,View,2022-03-06T09:08:00Z
INT-117949,CUST-10400,PROD-046,Wishlist,2022-03-06T10:10:00Z
INT-105935,CUST-10721,PROD-047,View,2022-03-06T10:48:00Z
INT-107353,CUST-10532,PROD-045,CartAdd,2022-03-06T12:42:00Z
INT-112616,CUST-10047,PROD-034,View,2022-03-06T13:54:00Z
INT-108341,CUST-10399,PROD-042,View,2022-03-06T14:36:00Z
INT-114641,CUST-10762,PROD-003,Wishlist,2022-03-06T18:32:00Z
INT-105137,CUST-10570,PROD-037,View,2022-03-06T20:24:00Z
INT-112793,CUST-10458,PROD-025,View,2022-03-06T22:20:00Z
INT-112816,CUST-10551,PROD-001,View,2022-03-07T02:27:00Z
INT-102869,CUST-10187,PROD-043,View,2022-03-07T06:41:00Z
INT-108069,CUST-10255,PROD-049,View,2022-03-07T07:06:00Z
INT-103316,CUST-10764,PROD-044,View,2022-03-07T07:34:00Z
INT-106454,CUST-10685,PROD-049,CartAdd,2022-03-07T07:50:00Z
INT-102709,CUST-10109,PROD-050,View,2022-03-07T08:31:00Z
INT-111623,CUST-10202,PROD-050,View,2022-03-07T09:39:00Z
INT-118681,CUST-10739,PROD-035,View,2022-03-07T11:36:00Z
INT-117625,CUST-10987,PROD-010,View,2022-03-07T11:39:00Z
INT-104719,CUST-10974,PROD-045,CartAdd,2022-03-07T14:02:00Z
INT-114778,CUST-10443,PROD-030,CartAdd,2022-03-07T14:34:00Z
INT-106045,CUST-10671,PROD-035,View,2022-03-07T15:20:00Z
INT-116839,CUST-10804,PROD-008,View,2022-03-07T16:19:00Z
INT-117557,CUST-10229,PROD-010,View,2022-03-07T20:20:00Z
INT-100987,CUST-10666,PROD-039,CartAdd,2022-03-08T00:00:00Z
INT-113441,CUST-10529,PROD-001,View,2022-03-08T02:19:00Z
INT-100529,CUST-10898,PROD-012,View,2022-03-08T05:34:00Z
INT-112993,CUST-10690,PROD-016,CartAdd,2022-03-08T07:13:00Z
INT-111784,CUST-10991,PROD-039,Wishlist,2022-03-08T07:44:00Z
INT-117727,CUST-10675,PROD-016,View,2022-03-08T11:05:00Z
INT-106608,CUST-10556,PROD-032,View,2022-03-08T16:03:00Z
INT-113085,CUST-10763,PROD-023,View,2022-03-08T16:05:00Z
INT-114625,CUST-10875,PROD-028,View,2022-03-08T18:09:00Z
INT-107692,CUST-10121,PROD-040,Wishlist,2022-03-08T23:54:00Z
INT-108513,CUST-10374,PROD-027,View,2022-03-09T04:01:00Z
INT-115447,CUST-10549,PROD-048,View,2022-03-09T06:06:00Z
INT-107764,CUST-10180,PROD-033,View,2022-03-09T08:15:00Z
INT-116167,CUST-10870,PROD-011,CartAdd,2022-03-09T16:30:00Z
INT-106623,CUST-10649,PROD-037,CartAdd,2022-03-09T18:29:00Z
INT-114412,CUST-10475,PROD-009,View,2022-03-09T19:47:00Z
INT-110376,CUST-10337,PROD-001,Wishlist,2022-03-09T20:16:00Z
