CaseId,CustomerId,Subject,Category,Channel,Priority,Status,SatisfactionScore,CreatedDate,ResolvedDate
CASE-500642,CUST-10915,Produto entregue com avaria/defeito,Resgate/Entrega,App Livelo,Low,Resolved,4,2026-05-21T05:53:00Z,2026-05-31T05:53:00Z
CASE-500500,CUST-10708,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,High,Closed,2,2026-05-21T18:22:00Z,2026-05-26T18:22:00Z
CASE-500678,CUST-10956,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,High,Closed,4,2026-05-22T05:08:00Z,2026-05-23T05:08:00Z
CASE-500543,CUST-10771,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Medium,Resolved,1,2026-05-23T13:36:00Z,2026-05-27T13:36:00Z
CASE-500240,CUST-10347,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,WhatsApp,Critical,Escalated,2,2026-05-23T19:48:00Z,
CASE-500350,CUST-10514,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Low,Closed,4,2026-05-26T15:09:00Z,2026-06-01T15:09:00Z
CASE-500331,CUST-10487,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Telefone,Critical,Resolved,1,2026-05-26T18:25:00Z,2026-05-30T18:25:00Z
CASE-500703,CUST-10989,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,Low,Escalated,2,2026-05-29T18:39:00Z,
CASE-500309,CUST-10460,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,High,In Progress,3,2026-05-30T19:13:00Z,
CASE-500577,CUST-10834,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Critical,Resolved,2,2026-06-01T08:50:00Z,2026-06-05T08:50:00Z
CASE-500590,CUST-10845,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Critical,Closed,1,2026-06-01T15:13:00Z,2026-06-08T15:13:00Z
CASE-500452,CUST-10653,Atraso na entrega de produto resgatado,Resgate/Entrega,Telefone,High,Escalated,1,2026-06-01T16:53:00Z,
CASE-500672,CUST-10951,Dúvida sobre validade dos pontos expirando,Atendimento,Chat Web,Medium,In Progress,2,2026-06-01T20:03:00Z,
CASE-500342,CUST-10506,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Low,Closed,3,2026-06-01T20:29:00Z,2026-06-11T20:29:00Z
CASE-500073,CUST-10115,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Chat Web,High,Closed,1,2026-06-02T03:29:00Z,2026-06-08T03:29:00Z
CASE-500340,CUST-10496,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,High,Resolved,1,2026-06-02T12:59:00Z,2026-06-04T12:59:00Z
CASE-500148,CUST-10226,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,Low,Escalated,5,2026-06-02T16:34:00Z,
CASE-500554,CUST-10791,Alteração de endereço de entrega de pedido,Resgate/Entrega,Telefone,Medium,Closed,4,2026-06-04T00:46:00Z,2026-06-13T00:46:00Z
CASE-500332,CUST-10487,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,Critical,Escalated,1,2026-06-05T15:19:00Z,
CASE-500574,CUST-10831,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,Medium,Closed,5,2026-06-07T01:30:00Z,2026-06-10T01:30:00Z
CASE-500385,CUST-10566,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,Critical,Closed,3,2026-06-10T11:00:00Z,2026-06-18T11:00:00Z
CASE-500484,CUST-10690,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,High,Closed,4,2026-06-10T14:57:00Z,2026-06-14T14:57:00Z
CASE-500101,CUST-10153,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Chat Web,Medium,Closed,5,2026-06-11T19:19:00Z,2026-06-13T19:19:00Z
CASE-500509,CUST-10714,Voucher de Gift Card com código inválido,Resgate/Entrega,Chat Web,Critical,Closed,1,2026-06-14T16:39:00Z,2026-06-18T16:39:00Z
CASE-500396,CUST-10586,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Medium,Closed,5,2026-06-15T03:43:00Z,2026-06-19T03:43:00Z
CASE-500395,CUST-10585,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Telefone,Low,Closed,3,2026-06-20T04:22:00Z,2026-06-25T04:22:00Z
CASE-500192,CUST-10278,Dúvida sobre validade dos pontos expirando,Atendimento,Reclame Aqui,High,Closed,2,2026-06-23T05:18:00Z,2026-06-28T05:18:00Z
CASE-500596,CUST-10850,Dúvida sobre validade dos pontos expirando,Atendimento,App Livelo,High,Closed,1,2026-06-25T02:00:00Z,2026-06-29T02:00:00Z
CASE-500693,CUST-10974,Alteração de endereço de entrega de pedido,Resgate/Entrega,Telefone,High,Resolved,1,2026-06-25T02:32:00Z,2026-07-02T02:32:00Z
CASE-500345,CUST-10507,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,Critical,Escalated,2,2026-06-26T21:23:00Z,
CASE-500431,CUST-10621,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Chat Web,Medium,Resolved,5,2026-06-27T09:32:00Z,2026-07-06T09:32:00Z
CASE-500619,CUST-10888,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,Critical,Resolved,2,2026-06-27T09:44:00Z,2026-07-06T09:44:00Z
CASE-500230,CUST-10337,Voucher de Gift Card com código inválido,Resgate/Entrega,Reclame Aqui,Medium,In Progress,1,2026-06-27T21:21:00Z,
CASE-500307,CUST-10459,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Low,Resolved,5,2026-07-01T03:58:00Z,2026-07-02T03:58:00Z
CASE-500047,CUST-10074,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Medium,Resolved,2,2026-07-02T06:21:00Z,2026-07-12T06:21:00Z
CASE-500570,CUST-10820,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,Medium,Resolved,5,2026-07-02T13:12:00Z,2026-07-08T13:12:00Z
CASE-500710,CUST-10994,Atraso na entrega de produto resgatado,Resgate/Entrega,Telefone,Medium,Resolved,1,2026-07-02T22:54:00Z,2026-07-07T22:54:00Z
CASE-500191,CUST-10276,Alteração de endereço de entrega de pedido,Resgate/Entrega,Telefone,Low,Resolved,3,2026-07-04T19:06:00Z,2026-07-07T19:06:00Z
CASE-500221,CUST-10328,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,High,Closed,1,2026-07-05T08:10:00Z,2026-07-08T08:10:00Z
CASE-500045,CUST-10069,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,High,Escalated,1,2026-07-07T13:54:00Z,
CASE-500006,CUST-10015,Dúvida sobre validade dos pontos expirando,Atendimento,Chat Web,High,Closed,5,2026-07-08T02:35:00Z,2026-07-14T02:35:00Z
CASE-500053,CUST-10084,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,High,In Progress,2,2026-07-08T18:25:00Z,
CASE-500701,CUST-10988,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Chat Web,Medium,In Progress,1,2026-07-10T19:39:00Z,
CASE-500119,CUST-10186,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Medium,Resolved,3,2026-07-11T12:50:00Z,2026-07-14T12:50:00Z
CASE-500434,CUST-10625,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,High,Closed,5,2026-07-13T12:20:00Z,2026-07-21T12:20:00Z
CASE-500031,CUST-10049,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Low,Closed,5,2026-07-15T18:03:00Z,2026-07-19T18:03:00Z
CASE-500071,CUST-10109,Solicitação de estorno de taxa de transferência,Financeiro,WhatsApp,High,Escalated,2,2026-07-19T06:23:00Z,
CASE-500343,CUST-10506,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Low,Closed,5,2026-07-20T04:53:00Z,2026-07-30T04:53:00Z
CASE-500291,CUST-10431,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Critical,Closed,1,2026-07-22T18:09:00Z,2026-07-23T18:09:00Z
CASE-500161,CUST-10238,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Medium,Closed,4,2026-07-23T20:11:00Z,2026-07-31T20:11:00Z
CASE-500622,CUST-10890,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,Medium,In Progress,1,2026-07-24T20:21:00Z,
CASE-500014,CUST-10025,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Reclame Aqui,High,Closed,5,2026-07-25T02:41:00Z,2026-07-30T02:41:00Z
CASE-500598,CUST-10852,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,Low,Closed,3,2026-07-26T22:56:00Z,2026-08-01T22:56:00Z
CASE-500032,CUST-10050,Dúvida sobre validade dos pontos expirando,Atendimento,Reclame Aqui,Low,Closed,3,2026-07-27T14:02:00Z,2026-07-28T14:02:00Z
CASE-500513,CUST-10719,Solicitação de estorno de taxa de transferência,Financeiro,Chat Web,Critical,Closed,5,2026-07-27T21:22:00Z,2026-08-05T21:22:00Z
CASE-500333,CUST-10490,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,Medium,Closed,5,2026-07-28T00:14:00Z,2026-08-04T00:14:00Z
CASE-500661,CUST-10938,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,High,Closed,1,2026-07-28T07:27:00Z,2026-08-03T07:27:00Z
CASE-500012,CUST-10022,Alteração de endereço de entrega de pedido,Resgate/Entrega,Telefone,High,Closed,3,2026-07-28T09:14:00Z,2026-07-31T09:14:00Z
